disease_name,disease_name_clean,pathogen,pathogen_tax_id,pathogen_type,pheic_risk,pathogen_family,pathogen_genus,screen_status,priority_tier,likely_vector_group,screening_source_key,screening_basis,disease_rows_in_network,host_count_in_network,candidate_vector_species,candidate_vector_genus,candidate_vector_family,candidate_vector_group,vector_status,evidence_type,evidence_strength,source_org,source_title,source_url,source_accessed,notes,next_action,assignment_basis,vector_evidence_basis,vector_record_sources,vector_supporting_row_count,vector_join_key
Chikungunya fever,Chikungunya fever,Alphavirus chikungunya,3426298,virus,High,togaviridae,alphavirus,clear,1_high,mosquito,WHO_vector_borne_diseases_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,10,10,Aedes togoi,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with Aedes vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,aedes togoi
Chikungunya fever,Chikungunya fever,Alphavirus chikungunya,37124,virus,High,togaviridae,alphavirus,clear,1_high,mosquito,WHO_vector_borne_diseases_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,14,14,Aedes togoi,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with Aedes vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,aedes togoi
Chikungunya fever,Chikungunya fever,Alphavirus chikungunya,3426298,virus,High,togaviridae,alphavirus,clear,1_high,mosquito,WHO_vector_borne_diseases_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,10,10,Eretmapodites chrysogaster,Eretmapodites,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with Aedes vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,eretmapodites chrysogaster
Chikungunya fever,Chikungunya fever,Alphavirus chikungunya,37124,virus,High,togaviridae,alphavirus,clear,1_high,mosquito,WHO_vector_borne_diseases_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,14,14,Eretmapodites chrysogaster,Eretmapodites,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with Aedes vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,eretmapodites chrysogaster
Chikungunya fever,Chikungunya fever,Alphavirus chikungunya,3426298,virus,High,togaviridae,alphavirus,clear,1_high,mosquito,WHO_vector_borne_diseases_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,10,10,Opifex fuscus,Opifex,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with Aedes vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,opifex fuscus
Chikungunya fever,Chikungunya fever,Alphavirus chikungunya,37124,virus,High,togaviridae,alphavirus,clear,1_high,mosquito,WHO_vector_borne_diseases_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,14,14,Opifex fuscus,Opifex,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with Aedes vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,opifex fuscus
Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,Orthonairovirus haemorrhagiae,3052518,virus,High,nairoviridae,orthonairovirus,clear,1_high,tick,WHO_CCHF_fact_sheet,Recognised tick-borne disease in the first-pass screening.,13,13,Haemaphysalis inermis,Haemaphysalis,,tick,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with Hyalomma and related ticks.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,2,haemaphysalis inermis
Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,Orthonairovirus haemorrhagiae,3052518,virus,High,nairoviridae,orthonairovirus,clear,1_high,tick,WHO_CCHF_fact_sheet,Recognised tick-borne disease in the first-pass screening.,13,13,Hyalomma asiaticum,Hyalomma,,tick,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Hyalomma and related ticks.,prioritise_vector_lookup,disease_level_inherited,review,EFSA; lit_review,5,hyalomma asiaticum
Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,Orthonairovirus haemorrhagiae,3052518,virus,High,nairoviridae,orthonairovirus,clear,1_high,tick,WHO_CCHF_fact_sheet,Recognised tick-borne disease in the first-pass screening.,13,13,Hyalomma asiaticum kozlovi,Hyalomma,,tick,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Hyalomma and related ticks.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,hyalomma asiaticum kozlovi
Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,Orthonairovirus haemorrhagiae,3052518,virus,High,nairoviridae,orthonairovirus,clear,1_high,tick,WHO_CCHF_fact_sheet,Recognised tick-borne disease in the first-pass screening.,13,13,Hyalomma detritum,Hyalomma,,tick,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Hyalomma and related ticks.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,2,hyalomma detritum
Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,Orthonairovirus haemorrhagiae,3052518,virus,High,nairoviridae,orthonairovirus,clear,1_high,tick,WHO_CCHF_fact_sheet,Recognised tick-borne disease in the first-pass screening.,13,13,Hyalomma nitidum,Hyalomma,,tick,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with Hyalomma and related ticks.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,2,hyalomma nitidum
Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,Orthonairovirus haemorrhagiae,3052518,virus,High,nairoviridae,orthonairovirus,clear,1_high,tick,WHO_CCHF_fact_sheet,Recognised tick-borne disease in the first-pass screening.,13,13,Hyalomma onatoli,Hyalomma,,tick,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with Hyalomma and related ticks.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,hyalomma onatoli
Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,Orthonairovirus haemorrhagiae,3052518,virus,High,nairoviridae,orthonairovirus,clear,1_high,tick,WHO_CCHF_fact_sheet,Recognised tick-borne disease in the first-pass screening.,13,13,Hyalomma schulzei,Hyalomma,,tick,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Hyalomma and related ticks.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,4,hyalomma schulzei
Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,Orthonairovirus haemorrhagiae,3052518,virus,High,nairoviridae,orthonairovirus,clear,1_high,tick,WHO_CCHF_fact_sheet,Recognised tick-borne disease in the first-pass screening.,13,13,Hyalomma spp.,Hyalomma,,tick,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Hyalomma and related ticks.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,4,hyalomma spp.
Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,Orthonairovirus haemorrhagiae,3052518,virus,High,nairoviridae,orthonairovirus,clear,1_high,tick,WHO_CCHF_fact_sheet,Recognised tick-borne disease in the first-pass screening.,13,13,Ornithodoros lahorensis,Ornithodoros,,tick,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with Hyalomma and related ticks.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,ornithodoros lahorensis
Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,Orthonairovirus haemorrhagiae,3052518,virus,High,nairoviridae,orthonairovirus,clear,1_high,tick,WHO_CCHF_fact_sheet,Recognised tick-borne disease in the first-pass screening.,13,13,Rhipicephalus (Boophilus) annulatus,,,tick,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with Hyalomma and related ticks.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,rhipicephalus (boophilus) annulatus
Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,Orthonairovirus haemorrhagiae,3052518,virus,High,nairoviridae,orthonairovirus,clear,1_high,tick,WHO_CCHF_fact_sheet,Recognised tick-borne disease in the first-pass screening.,13,13,Rhipicephalus (Boophilus) decoloratus,,,tick,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with Hyalomma and related ticks.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,rhipicephalus (boophilus) decoloratus
Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,Orthonairovirus haemorrhagiae,3052518,virus,High,nairoviridae,orthonairovirus,clear,1_high,tick,WHO_CCHF_fact_sheet,Recognised tick-borne disease in the first-pass screening.,13,13,Rhipicephalus evertsi evertsi,Rhipicephalus,,tick,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with Hyalomma and related ticks.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,2,rhipicephalus evertsi evertsi
Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,Orthonairovirus haemorrhagiae,3052518,virus,High,nairoviridae,orthonairovirus,clear,1_high,tick,WHO_CCHF_fact_sheet,Recognised tick-borne disease in the first-pass screening.,13,13,Rhipicephalus pumilio,Rhipicephalus,,tick,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with Hyalomma and related ticks.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,rhipicephalus pumilio
Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,Orthonairovirus haemorrhagiae,3052518,virus,High,nairoviridae,orthonairovirus,clear,1_high,tick,WHO_CCHF_fact_sheet,Recognised tick-borne disease in the first-pass screening.,13,13,Rhipicephalus spp.,Rhipicephalus,,tick,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with Hyalomma and related ticks.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,rhipicephalus spp.
Dengue,Dengue,Orthoflavivirus denguei,12637,virus,High,flaviviridae,orthoflavivirus,clear,1_high,mosquito,WHO_vector_borne_diseases_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,21,21,Aedes cretinus,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with Aedes vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,aedes cretinus
Dengue,Dengue,Orthoflavivirus denguei,3052464,virus,High,flaviviridae,orthoflavivirus,clear,1_high,mosquito,WHO_vector_borne_diseases_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,24,24,Aedes cretinus,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with Aedes vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,aedes cretinus
Dengue,Dengue,Orthoflavivirus denguei,12637,virus,High,flaviviridae,orthoflavivirus,clear,1_high,mosquito,WHO_vector_borne_diseases_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,21,21,Aedes furcifer,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Aedes vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,aedes furcifer
Dengue,Dengue,Orthoflavivirus denguei,3052464,virus,High,flaviviridae,orthoflavivirus,clear,1_high,mosquito,WHO_vector_borne_diseases_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,24,24,Aedes furcifer,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Aedes vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,aedes furcifer
Dengue,Dengue,Orthoflavivirus denguei,12637,virus,High,flaviviridae,orthoflavivirus,clear,1_high,mosquito,WHO_vector_borne_diseases_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,21,21,Aedes hensilli,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,weak,,,,,Start species-level lookup with Aedes vectors.,prioritise_vector_lookup,disease_level_inherited,field+lab,lit_review,1,aedes hensilli
Dengue,Dengue,Orthoflavivirus denguei,3052464,virus,High,flaviviridae,orthoflavivirus,clear,1_high,mosquito,WHO_vector_borne_diseases_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,24,24,Aedes hensilli,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,weak,,,,,Start species-level lookup with Aedes vectors.,prioritise_vector_lookup,disease_level_inherited,field+lab,lit_review,1,aedes hensilli
Dengue,Dengue,Orthoflavivirus denguei,12637,virus,High,flaviviridae,orthoflavivirus,clear,1_high,mosquito,WHO_vector_borne_diseases_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,21,21,Aedes luteocephalus,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Aedes vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,aedes luteocephalus
Dengue,Dengue,Orthoflavivirus denguei,3052464,virus,High,flaviviridae,orthoflavivirus,clear,1_high,mosquito,WHO_vector_borne_diseases_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,24,24,Aedes luteocephalus,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Aedes vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,aedes luteocephalus
Dengue,Dengue,Orthoflavivirus denguei,12637,virus,High,flaviviridae,orthoflavivirus,clear,1_high,mosquito,WHO_vector_borne_diseases_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,21,21,Aedes malayensis,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Aedes vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,2,aedes malayensis
Dengue,Dengue,Orthoflavivirus denguei,3052464,virus,High,flaviviridae,orthoflavivirus,clear,1_high,mosquito,WHO_vector_borne_diseases_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,24,24,Aedes malayensis,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Aedes vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,2,aedes malayensis
Dengue,Dengue,Orthoflavivirus denguei,12637,virus,High,flaviviridae,orthoflavivirus,clear,1_high,mosquito,WHO_vector_borne_diseases_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,21,21,Aedes niveus,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with Aedes vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,aedes niveus
Dengue,Dengue,Orthoflavivirus denguei,3052464,virus,High,flaviviridae,orthoflavivirus,clear,1_high,mosquito,WHO_vector_borne_diseases_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,24,24,Aedes niveus,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with Aedes vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,aedes niveus
Dengue,Dengue,Orthoflavivirus denguei,12637,virus,High,flaviviridae,orthoflavivirus,clear,1_high,mosquito,WHO_vector_borne_diseases_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,21,21,Aedes polynesiensis,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Aedes vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,4,aedes polynesiensis
Dengue,Dengue,Orthoflavivirus denguei,3052464,virus,High,flaviviridae,orthoflavivirus,clear,1_high,mosquito,WHO_vector_borne_diseases_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,24,24,Aedes polynesiensis,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Aedes vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,4,aedes polynesiensis
Dengue,Dengue,Orthoflavivirus denguei,12637,virus,High,flaviviridae,orthoflavivirus,clear,1_high,mosquito,WHO_vector_borne_diseases_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,21,21,Aedes pseudoscutellaris,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with Aedes vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,aedes pseudoscutellaris
Dengue,Dengue,Orthoflavivirus denguei,3052464,virus,High,flaviviridae,orthoflavivirus,clear,1_high,mosquito,WHO_vector_borne_diseases_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,24,24,Aedes pseudoscutellaris,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with Aedes vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,aedes pseudoscutellaris
Dengue,Dengue,Orthoflavivirus denguei,12637,virus,High,flaviviridae,orthoflavivirus,clear,1_high,mosquito,WHO_vector_borne_diseases_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,21,21,Aedes scutellaris,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with Aedes vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,2,aedes scutellaris
Dengue,Dengue,Orthoflavivirus denguei,3052464,virus,High,flaviviridae,orthoflavivirus,clear,1_high,mosquito,WHO_vector_borne_diseases_fact_sheet,Recognised mosquito-borne disease in the first-pass screening.,24,24,Aedes scutellaris,Aedes,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with Aedes vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,2,aedes scutellaris
Oropouche fever,Oropouche fever,Orthobunyavirus oropoucheense,3052429,virus,Low,peribunyaviridae,orthobunyavirus,clear,1_high,biting_midge_primary_mosquito_secondary,PAHO_Oropouche_disease_page,Recognised vector-borne disease in the first-pass screening.,6,6,Aedes (Ochlerotatus) serratus,,,mosquito,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with Culicoides and documented mosquito vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,2,aedes (ochlerotatus) serratus
Oropouche fever,Oropouche fever,Orthobunyavirus oropoucheense,3052429,virus,Low,peribunyaviridae,orthobunyavirus,clear,1_high,biting_midge_primary_mosquito_secondary,PAHO_Oropouche_disease_page,Recognised vector-borne disease in the first-pass screening.,6,6,Culicoides,,,midge,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with Culicoides and documented mosquito vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,culicoides
Oropouche fever,Oropouche fever,Orthobunyavirus oropoucheense,3052429,virus,Low,peribunyaviridae,orthobunyavirus,clear,1_high,biting_midge_primary_mosquito_secondary,PAHO_Oropouche_disease_page,Recognised vector-borne disease in the first-pass screening.,6,6,Culicoides insignis,Culicoides,,midge,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with Culicoides and documented mosquito vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,culicoides insignis
Oropouche fever,Oropouche fever,Orthobunyavirus oropoucheense,3052429,virus,Low,peribunyaviridae,orthobunyavirus,clear,1_high,biting_midge_primary_mosquito_secondary,PAHO_Oropouche_disease_page,Recognised vector-borne disease in the first-pass screening.,6,6,Culicoides paraensis,Culicoides,,midge,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Culicoides and documented mosquito vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,7,culicoides paraensis
Oropouche fever,Oropouche fever,Orthobunyavirus oropoucheense,3052429,virus,Low,peribunyaviridae,orthobunyavirus,clear,1_high,biting_midge_primary_mosquito_secondary,PAHO_Oropouche_disease_page,Recognised vector-borne disease in the first-pass screening.,6,6,Culicoides sonorensis,Culicoides,,midge,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with Culicoides and documented mosquito vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,2,culicoides sonorensis
Oropouche fever,Oropouche fever,Orthobunyavirus oropoucheense,3052429,virus,Low,peribunyaviridae,orthobunyavirus,clear,1_high,biting_midge_primary_mosquito_secondary,PAHO_Oropouche_disease_page,Recognised vector-borne disease in the first-pass screening.,6,6,Ochlerotatus serratus,Ochlerotatus,,mosquito,inherited_from_disease_level,disease_vector_evidence,candidate,,,,,Start species-level lookup with Culicoides and documented mosquito vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,ochlerotatus serratus
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Aetheca wagneri,Aetheca,,flea,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,aetheca wagneri
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Citellophilus tesquorum,Citellophilus,,flea,inherited_from_disease_level,disease_vector_evidence,probable,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,citellophilus tesquorum
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Citellophilus tesquorum altaicus,Citellophilus,,flea,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,2,citellophilus tesquorum altaicus
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Echidnophaga gallinaceus,Echidnophaga,,flea,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,echidnophaga gallinaceus
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Epitedia eumolpi,Epitedia,,flea,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,epitedia eumolpi
Plague,Plague,Yersinia pestis,632,bacteria,High,yersiniaceae,yersinia,clear,1_high,flea,WHO_plague_fact_sheet,Recognised flea-borne disease in the first-pass screening.,37,37,Epitedia wenmanni,Epitedia,,flea,inherited_from_disease_level,disease_vector_evidence,confirmed,,,,,Start species-level lookup with Xenopsylla and related flea vectors.,prioritise_vector_lookup,disease_level_inherited,review,lit_review,1,epitedia wenmanni
