analysis_unit_id,readiness_disease_name,disease_name,species_name,tax_id,vector_group,vector_taxon_rank,vector_join_key,has_disease_vector_evidence,has_host_vector_evidence,has_competence_evidence,best_evidence_level,best_evidence_basis,vector_record_sources,bites_humans,bites_humans_basis,vector_competence_status,transmission_demonstrated,natural_infection_reported,vector_role_hint,uncertainty_reason,taxonomy_caution
master_17,Plague,Plague,thrassis pandorae,,flea,species,thrassis pandorae,TRUE,FALSE,TRUE,confirmed,review,lit_review,,,competent,yes,,,,FALSE
master_17,Plague,Plague,xenopsylla astia,,flea,species,xenopsylla astia,TRUE,FALSE,TRUE,probable,review,lit_review,,,mixed,yes,,,,FALSE
master_17,Plague,Plague,xenopsylla brasiliensis,,flea,species,xenopsylla brasiliensis,TRUE,FALSE,TRUE,candidate,review,lit_review,,,unclear,,,,,FALSE
master_17,Plague,Plague,xenopsylla cheopis,,flea,species,xenopsylla cheopis,TRUE,TRUE,TRUE,confirmed,review,lit_review,FALSE,,competent,yes,yes,primary_vector,,FALSE
master_2,Dengue,Dengue,aedes aegypti,,mosquito,species,aedes aegypti,TRUE,TRUE,TRUE,confirmed,review,lit_review,TRUE,blood_meal,mixed,mixed,yes,primary_vector|urban_vector,temperature_dependent,FALSE
master_2,Dengue,Dengue,aedes albopictus,,mosquito,species,aedes albopictus,TRUE,TRUE,TRUE,confirmed,review,lit_review,TRUE,blood_meal,mixed,mixed,yes,primary_vector|secondary_vector,temperature_dependent,FALSE
master_2,Dengue,Dengue,aedes cretinus,,mosquito,species,aedes cretinus,TRUE,FALSE,TRUE,candidate,review,lit_review,,,unclear,,,,,FALSE
master_2,Dengue,Dengue,aedes furcifer,,mosquito,species,aedes furcifer,TRUE,FALSE,TRUE,confirmed,review,lit_review,,,mixed,,,primary_vector,,FALSE
master_2,Dengue,Dengue,aedes hensilli,,mosquito,species,aedes hensilli,TRUE,FALSE,FALSE,weak,field+lab,lit_review,,,,,,,,FALSE
master_2,Dengue,Dengue,aedes japonicus,,mosquito,species,aedes japonicus,TRUE,TRUE,TRUE,candidate,review,lit_review,TRUE,blood_meal,competent,,,,,FALSE
master_2,Dengue,Dengue,aedes luteocephalus,,mosquito,species,aedes luteocephalus,TRUE,FALSE,TRUE,confirmed,review,lit_review,,,mixed,,,primary_vector,,FALSE
master_2,Dengue,Dengue,aedes malayensis,,mosquito,species,aedes malayensis,TRUE,FALSE,TRUE,confirmed,review,lit_review,,,competent,,,candidate_vector,,FALSE
master_2,Dengue,Dengue,aedes mediovittatus,,mosquito,species,aedes mediovittatus,TRUE,FALSE,TRUE,probable,lab,lit_review,FALSE,,mixed,yes,,candidate_vector,,FALSE
master_2,Dengue,Dengue,aedes niveus,,mosquito,species,aedes niveus,TRUE,FALSE,TRUE,probable,review,lit_review,,,unclear,,,secondary_vector,,FALSE
master_2,Dengue,Dengue,aedes polynesiensis,,mosquito,species,aedes polynesiensis,TRUE,FALSE,TRUE,confirmed,review,lit_review,,,competent,yes,,primary_vector|secondary_vector,,FALSE
master_2,Dengue,Dengue,aedes pseudoscutellaris,,mosquito,species,aedes pseudoscutellaris,TRUE,FALSE,TRUE,candidate,review,lit_review,,,unclear,,,,,FALSE
master_2,Dengue,Dengue,aedes scutellaris,,mosquito,species,aedes scutellaris,TRUE,FALSE,TRUE,candidate,review,lit_review,,,unclear,,,candidate_vector,,FALSE
master_2,Dengue,Dengue,aedes taylori,,mosquito,species,aedes taylori,TRUE,TRUE,TRUE,confirmed,review,lit_review,TRUE,blood_meal,mixed,,,primary_vector,,FALSE
master_2,Dengue,Dengue,aedes vittatus,,mosquito,species,aedes vittatus,TRUE,TRUE,TRUE,confirmed,review,lit_review,TRUE,blood_meal,mixed,,,primary_vector,,FALSE
master_2,Dengue,Dengue,culex quinquefasciatus,,mosquito,species,culex quinquefasciatus,TRUE,TRUE,TRUE,weak,review,lit_review,TRUE,blood_meal,not_competent,,yes,,,FALSE
master_23,Tick-borne encephalitis,Tick-borne encephalitis,dermacentor marginatus,,tick,species,dermacentor marginatus,TRUE,TRUE,TRUE,confirmed,review,lit_review,TRUE,on_host_occurrence,competent,yes,yes,,,FALSE
master_23,Tick-borne encephalitis,Tick-borne encephalitis,dermacentor reticulatus,,tick,species,dermacentor reticulatus,TRUE,FALSE,TRUE,confirmed,review,lit_review,FALSE,,competent,yes,yes,,limited_or_indirect_support,FALSE
master_23,Tick-borne encephalitis,Tick-borne encephalitis,haemaphysalis concinna,,tick,species,haemaphysalis concinna,TRUE,TRUE,TRUE,confirmed,review,lit_review,TRUE,on_host_occurrence,competent,yes,yes,primary_vector,,FALSE
master_23,Tick-borne encephalitis,Tick-borne encephalitis,haemaphysalis inermis,,tick,species,haemaphysalis inermis,TRUE,FALSE,TRUE,probable,review,lit_review,,,competent,yes,,,,FALSE
master_23,Tick-borne encephalitis,Tick-borne encephalitis,haemaphysalis punctata,,tick,species,haemaphysalis punctata,TRUE,TRUE,TRUE,confirmed,review,lit_review,TRUE,on_host_occurrence,competent,yes,yes,,spelling_or_ocr_issue,FALSE
master_23,Tick-borne encephalitis,Tick-borne encephalitis,ixodes arboricola,,tick,species,ixodes arboricola,TRUE,FALSE,TRUE,confirmed,review,lit_review,,,competent,yes,yes,,,FALSE
master_23,Tick-borne encephalitis,Tick-borne encephalitis,ixodes gibbosus,,tick,species,ixodes gibbosus,TRUE,FALSE,TRUE,weak,review,lit_review,,,unclear,,,,,FALSE
master_23,Tick-borne encephalitis,Tick-borne encephalitis,ixodes hexagonus,,tick,species,ixodes hexagonus,TRUE,TRUE,TRUE,confirmed,review,lit_review,TRUE,on_host_occurrence,competent,yes,yes,,,FALSE
master_23,Tick-borne encephalitis,Tick-borne encephalitis,ixodes persulcatus,,tick,species,ixodes persulcatus,TRUE,FALSE,TRUE,confirmed,review,lit_review,,,competent,yes,yes,primary_vector,,FALSE
master_23,Tick-borne encephalitis,Tick-borne encephalitis,ixodes ricinus,,tick,species,ixodes ricinus,TRUE,TRUE,TRUE,confirmed,field+lab,lit_review,TRUE,on_host_occurrence,competent,yes,yes,primary_vector,field_detection_only|strain_dependent,FALSE
master_23,Tick-borne encephalitis,Tick-borne encephalitis,ixodes scapularis,,tick,species,ixodes scapularis,TRUE,TRUE,TRUE,weak,lab,lit_review,TRUE,on_host_occurrence,unclear,yes,,,,FALSE
master_3,Zika virus disease,Zika virus disease,aedes aegypti,,mosquito,species,aedes aegypti,TRUE,TRUE,TRUE,confirmed,review,lit_review,TRUE,blood_meal,mixed,mixed,yes,primary_vector|urban_vector,temperature_dependent,FALSE
master_3,Zika virus disease,Zika virus disease,aedes africanus,,mosquito,species,aedes africanus,TRUE,TRUE,TRUE,probable,review,lit_review,TRUE,blood_meal,unclear,,yes,,field_detection_only,FALSE
master_3,Zika virus disease,Zika virus disease,aedes albopictus,,mosquito,species,aedes albopictus,TRUE,TRUE,TRUE,confirmed,review,lit_review,TRUE,blood_meal,mixed,mixed,yes,primary_vector|secondary_vector,mixed_or_debated_evidence|temperature_dependent,FALSE
master_3,Zika virus disease,Zika virus disease,aedes apicoargenteus,,mosquito,species,aedes apicoargenteus,TRUE,TRUE,TRUE,candidate,review,lit_review,TRUE,blood_meal,unclear,,yes,,,FALSE
master_3,Zika virus disease,Zika virus disease,aedes bromeliae,,mosquito,species,aedes bromeliae,TRUE,FALSE,FALSE,candidate,review,lit_review,,,,,,,,FALSE
master_3,Zika virus disease,Zika virus disease,aedes camptorhynchus,,mosquito,species,aedes camptorhynchus,TRUE,TRUE,TRUE,probable,review,lit_review,TRUE,blood_meal,mixed,yes,,,,FALSE
master_3,Zika virus disease,Zika virus disease,aedes dalzieli,,mosquito,species,aedes dalzieli,TRUE,FALSE,FALSE,probable,review,lit_review,,,,,,,,FALSE
master_3,Zika virus disease,Zika virus disease,aedes detritus,,mosquito,species,aedes detritus,TRUE,TRUE,TRUE,probable,review,lit_review,TRUE,blood_meal,mixed,yes,,,temperature_dependent,FALSE
master_3,Zika virus disease,Zika virus disease,aedes flavicollis,,mosquito,species,aedes flavicollis,TRUE,FALSE,FALSE,candidate; weak,review,lit_review,,,,,,,,FALSE
master_3,Zika virus disease,Zika virus disease,aedes fowleri,,mosquito,species,aedes fowleri,TRUE,FALSE,FALSE,candidate,review,lit_review,,,,,,,,FALSE
master_3,Zika virus disease,Zika virus disease,aedes furcifer,,mosquito,species,aedes furcifer,TRUE,FALSE,TRUE,confirmed,review,lit_review,,,competent,yes,,,,FALSE
master_3,Zika virus disease,Zika virus disease,aedes grahamii,,mosquito,species,aedes grahamii,TRUE,FALSE,FALSE,weak,review,lit_review,,,,,,,,FALSE
master_3,Zika virus disease,Zika virus disease,aedes hensilli,,mosquito,species,aedes hensilli,TRUE,FALSE,TRUE,confirmed,review,lit_review,,,mixed,mixed,mixed,,field_detection_only|no_transmission_demonstrated,FALSE
master_3,Zika virus disease,Zika virus disease,aedes hirsutus,,mosquito,species,aedes hirsutus,TRUE,TRUE,FALSE,candidate,review,lit_review,TRUE,blood_meal,,,,,,FALSE
master_3,Zika virus disease,Zika virus disease,aedes jamoti,,mosquito,species,aedes jamoti,TRUE,FALSE,FALSE,weak,review,lit_review,,,,,,,,FALSE
master_3,Zika virus disease,Zika virus disease,aedes japonicus,,mosquito,species,aedes japonicus,TRUE,TRUE,TRUE,probable,review,lit_review,TRUE,blood_meal,mixed,yes,,,temperature_dependent,FALSE
master_3,Zika virus disease,Zika virus disease,aedes luteocephalus,,mosquito,species,aedes luteocephalus,TRUE,FALSE,TRUE,confirmed,review,lit_review,,,competent,yes,yes,,,FALSE
master_3,Zika virus disease,Zika virus disease,aedes metallicus,,mosquito,species,aedes metallicus,TRUE,FALSE,FALSE,candidate,review,lit_review,FALSE,,,,,,,FALSE
master_3,Zika virus disease,Zika virus disease,aedes minutus,,mosquito,species,aedes minutus,TRUE,FALSE,FALSE,candidate,review,lit_review,,,,,,,,FALSE
master_3,Zika virus disease,Zika virus disease,aedes neoafricanus,,mosquito,species,aedes neoafricanus,TRUE,FALSE,FALSE,candidate,review,lit_review,,,,,,,,FALSE
master_3,Zika virus disease,Zika virus disease,aedes notoscriptus,,mosquito,species,aedes notoscriptus,TRUE,TRUE,TRUE,probable,review,lit_review,TRUE,blood_meal,mixed,mixed,,,mixed_or_debated_evidence,FALSE
master_3,Zika virus disease,Zika virus disease,aedes occidentalis,,mosquito,species,aedes occidentalis,TRUE,FALSE,FALSE,candidate,review,lit_review,,,,,,,,FALSE
master_3,Zika virus disease,Zika virus disease,aedes opok,,mosquito,species,aedes opok,TRUE,FALSE,FALSE,candidate,review,lit_review,,,,,,,,FALSE
master_3,Zika virus disease,Zika virus disease,aedes polynesiensis,,mosquito,species,aedes polynesiensis,TRUE,FALSE,TRUE,candidate,review,lit_review,,,mixed,mixed,yes,,low_competence_or_efficiency|no_transmission_demonstrated,FALSE
master_3,Zika virus disease,Zika virus disease,aedes scapularis,,mosquito,species,aedes scapularis,TRUE,TRUE,FALSE,candidate,review,lit_review,TRUE,blood_meal,,,,,,FALSE
master_3,Zika virus disease,Zika virus disease,aedes scutellaris,,mosquito,species,aedes scutellaris,TRUE,FALSE,FALSE,candidate,review,lit_review,,,,,,,,FALSE
master_3,Zika virus disease,Zika virus disease,aedes serratus,,mosquito,species,aedes serratus,TRUE,TRUE,FALSE,candidate,review,lit_review,TRUE,blood_meal,,,,,,FALSE
master_3,Zika virus disease,Zika virus disease,aedes taeniarostris,,mosquito,species,aedes taeniarostris,TRUE,FALSE,FALSE,weak,review,lit_review,,,,,,,,FALSE
master_3,Zika virus disease,Zika virus disease,aedes taylori,,mosquito,species,aedes taylori,TRUE,TRUE,TRUE,confirmed,review,lit_review,TRUE,blood_meal,competent,yes,,,,FALSE
master_3,Zika virus disease,Zika virus disease,aedes triseriatus,,mosquito,species,aedes triseriatus,TRUE,TRUE,FALSE,weak,review,lit_review,TRUE,blood_meal,,,,,,FALSE
master_3,Zika virus disease,Zika virus disease,aedes unilineatus,,mosquito,species,aedes unilineatus,TRUE,FALSE,FALSE,weak,review,lit_review,,,,,,,,FALSE
master_3,Zika virus disease,Zika virus disease,aedes vexans,,mosquito,species,aedes vexans,TRUE,TRUE,TRUE,probable,review,lit_review,TRUE,blood_meal,mixed,mixed,yes,,temperature_dependent,FALSE
master_3,Zika virus disease,Zika virus disease,aedes vigilax,,mosquito,species,aedes vigilax,TRUE,TRUE,FALSE,candidate,review,lit_review,TRUE,blood_meal,,,,,,FALSE
master_3,Zika virus disease,Zika virus disease,aedes vittatus,,mosquito,species,aedes vittatus,TRUE,TRUE,TRUE,confirmed,review,lit_review,TRUE,blood_meal,competent,yes,yes,,,FALSE
master_3,Zika virus disease,Zika virus disease,anopheles coustani,,mosquito,species,anopheles coustani,TRUE,TRUE,FALSE,candidate,review,lit_review,TRUE,blood_meal,,,,,,FALSE
master_3,Zika virus disease,Zika virus disease,anopheles freeborni,,mosquito,species,anopheles freeborni,TRUE,TRUE,TRUE,weak,lab,lit_review,TRUE,blood_meal,not_competent,no,,,no_infection_detected,FALSE
master_3,Zika virus disease,Zika virus disease,anopheles gambiae,,mosquito,species,anopheles gambiae,TRUE,TRUE,FALSE,weak,review,lit_review,TRUE,blood_meal,,,,,,FALSE
master_3,Zika virus disease,Zika virus disease,anopheles gambiae s l,,mosquito,sensu_lato,anopheles gambiae s l,TRUE,FALSE,TRUE,weak,review,lit_review,,,unclear,,yes,,,FALSE
master_3,Zika virus disease,Zika virus disease,anopheles quadrimaculatus,,mosquito,species,anopheles quadrimaculatus,TRUE,TRUE,TRUE,weak,lab,lit_review,TRUE,blood_meal,not_competent,no,,,no_infection_detected,FALSE
master_3,Zika virus disease,Zika virus disease,culex annulirostris,,mosquito,species,culex annulirostris,TRUE,TRUE,FALSE,candidate,review,lit_review,TRUE,blood_meal,,,,,,FALSE
master_3,Zika virus disease,Zika virus disease,culex coronator,,mosquito,species,culex coronator,TRUE,TRUE,TRUE,weak,review,lit_review,TRUE,blood_meal,unclear,,yes,,field_detection_only,FALSE
master_3,Zika virus disease,Zika virus disease,culex neavei,,mosquito,species,culex neavei,TRUE,TRUE,FALSE,candidate,review,lit_review,TRUE,blood_meal,,,,,,FALSE
master_3,Zika virus disease,Zika virus disease,culex perfuscus,,mosquito,species,culex perfuscus,TRUE,FALSE,FALSE,candidate,review,lit_review,,,,,,,,FALSE
master_3,Zika virus disease,Zika virus disease,culex pipiens,,mosquito,species,culex pipiens,TRUE,TRUE,TRUE,candidate,review,lit_review,TRUE,blood_meal,not_competent,no,no,,limited_or_indirect_support|population_dependent|predicted_only|temperature_dependent,FALSE
master_3,Zika virus disease,Zika virus disease,culex pipiens biotype molestus,,mosquito,infraspecific,culex pipiens biotype molestus,TRUE,FALSE,TRUE,weak,review,lit_review,,,not_competent,no,,,temperature_dependent,FALSE
master_3,Zika virus disease,Zika virus disease,culex pipiens biotype pipiens,,mosquito,infraspecific,culex pipiens biotype pipiens,TRUE,FALSE,TRUE,weak,review,lit_review,,,not_competent,no,,,temperature_dependent,FALSE
master_3,Zika virus disease,Zika virus disease,culex pipiens molestus,,mosquito,infraspecific,culex pipiens molestus,TRUE,TRUE,FALSE,candidate,review,lit_review,TRUE,blood_meal,,,,,,TRUE
master_3,Zika virus disease,Zika virus disease,culex quinquefasciatus,,mosquito,species,culex quinquefasciatus,TRUE,TRUE,TRUE,candidate,review,lit_review,TRUE,blood_meal,mixed,mixed,mixed,,limited_or_indirect_support|mixed_or_debated_evidence|population_dependent|predicted_only,FALSE
master_3,Zika virus disease,Zika virus disease,culex rubinotus,,mosquito,species,culex rubinotus,TRUE,FALSE,FALSE,candidate,review,lit_review,,,,,,,,FALSE
master_3,Zika virus disease,Zika virus disease,culex tarsalis,,mosquito,species,culex tarsalis,TRUE,TRUE,TRUE,candidate,review,lit_review,TRUE,blood_meal,not_competent,no,yes,,field_detection_only|no_infection_detected,FALSE
master_3,Zika virus disease,Zika virus disease,culex torrentium,,mosquito,species,culex torrentium,TRUE,FALSE,TRUE,weak,review,lit_review,,,not_competent,no,,,temperature_dependent,FALSE
master_3,Zika virus disease,Zika virus disease,eretmapodites inornatus,,mosquito,species,eretmapodites inornatus,TRUE,FALSE,FALSE,weak,review,lit_review,,,,,,,,FALSE
master_3,Zika virus disease,Zika virus disease,eretmapodites quinquevittatus,,mosquito,species,eretmapodites quinquevittatus,TRUE,FALSE,FALSE,weak,review,lit_review,,,,,,,,FALSE
master_3,Zika virus disease,Zika virus disease,mansonia uniformis,,mosquito,infraspecific,mansonia uniformis,TRUE,TRUE,FALSE,candidate,review,lit_review,TRUE,blood_meal,,,,,,TRUE
master_3,Zika virus disease,Zika virus disease,psorophora ferox,,mosquito,species,psorophora ferox,TRUE,TRUE,TRUE,candidate,review,lit_review,TRUE,blood_meal,unclear,,no,,limited_or_indirect_support|predicted_only,FALSE
master_3,Zika virus disease,Zika virus disease,runchomyia frontosa,,mosquito,species,runchomyia frontosa,TRUE,FALSE,TRUE,candidate,review,lit_review,,,unclear,,no,,limited_or_indirect_support|predicted_only,FALSE
master_4,Chikungunya fever,Chikungunya fever,aedes aegypti,,mosquito,species,aedes aegypti,TRUE,TRUE,TRUE,confirmed,review,lit_review,TRUE,blood_meal,competent,yes,,,,FALSE
master_4,Chikungunya fever,Chikungunya fever,aedes africanus,,mosquito,species,aedes africanus,TRUE,TRUE,FALSE,probable,review,lit_review,TRUE,blood_meal,,,,,,FALSE
master_4,Chikungunya fever,Chikungunya fever,aedes albopictus,,mosquito,species,aedes albopictus,TRUE,TRUE,TRUE,confirmed,review,lit_review,TRUE,blood_meal,competent,yes,,,,FALSE
master_4,Chikungunya fever,Chikungunya fever,aedes fulgens,,mosquito,species,aedes fulgens,TRUE,FALSE,TRUE,candidate,review,lit_review,,,competent,yes,,,,FALSE
master_4,Chikungunya fever,Chikungunya fever,aedes furcifer,,mosquito,species,aedes furcifer,TRUE,FALSE,TRUE,candidate,review,lit_review,,,competent,yes,,sylvatic_vector,,FALSE
master_4,Chikungunya fever,Chikungunya fever,aedes furcifer taylori,,mosquito,infraspecific,aedes furcifer taylori,TRUE,FALSE,FALSE,probable,review,lit_review,,,,,,,,FALSE
master_4,Chikungunya fever,Chikungunya fever,aedes hensilli,,mosquito,species,aedes hensilli,TRUE,FALSE,TRUE,probable,review,lit_review,,,unclear,,no,,no_transmission_demonstrated,FALSE
master_4,Chikungunya fever,Chikungunya fever,aedes luteocephalus,,mosquito,species,aedes luteocephalus,TRUE,FALSE,FALSE,probable,review,lit_review,,,,,,,,FALSE
master_4,Chikungunya fever,Chikungunya fever,aedes notoscriptus,,mosquito,species,aedes notoscriptus,TRUE,TRUE,TRUE,candidate,lab,lit_review,TRUE,blood_meal,competent,yes,,,,FALSE
master_4,Chikungunya fever,Chikungunya fever,aedes procax,,mosquito,species,aedes procax,TRUE,FALSE,TRUE,probable,lab,lit_review,FALSE,,competent,yes,,,,FALSE
master_4,Chikungunya fever,Chikungunya fever,aedes togoi,,mosquito,species,aedes togoi,TRUE,FALSE,FALSE,candidate,review,lit_review,,,,,,,,FALSE
master_4,Chikungunya fever,Chikungunya fever,aedes triseriatus,,mosquito,species,aedes triseriatus,TRUE,TRUE,FALSE,candidate,review,lit_review,TRUE,blood_meal,,,,,,FALSE
master_4,Chikungunya fever,Chikungunya fever,aedes vexans,,mosquito,species,aedes vexans,TRUE,TRUE,FALSE,candidate,review,lit_review,TRUE,blood_meal,,,,,,FALSE
master_4,Chikungunya fever,Chikungunya fever,aedes vigilax,,mosquito,species,aedes vigilax,TRUE,TRUE,TRUE,probable,lab,lit_review,TRUE,blood_meal,competent,yes,,,,FALSE
